VenueEventID	VenueID	Name	StartDate	TimeStart	TimeEnd	Artists	Info	TicketLink	Active	Price	PriceText	FullInfo	url	Name	Town	County	Country
30	30	Cee Lo & Rihanna	2011-07-24 00:00:00.000					http://www.ticketmaster.com/event/0100464ED998A86A?crosssite=LN_US:1013826:8337	0	0			http://www.ceelogreen.com/shows,view_30.htm	TD Garden	Boston		USA
31	31	Cee Lo & Rihanna	2011-07-14 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_31.htm	BankAtlantic Center	Fort Lauderdale		USA
32	32	Cee Lo & Rihanna	2011-07-16 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_32.htm	Greensboro Coliseum	Greensboro		USA
34	33	Cee Lo & Rihanna	2011-06-29 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_34.htm	Honda Center	Anaheim, CA		USA
171	33	w/ Lionel Richie	2014-06-03 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_171.htm	Honda Center	Anaheim, CA		USA
6	35	O2 Academy	2011-03-26 00:00:00.000					http://www.ticketweb.co.uk/user/?region=gb_scotland&query=detail&event=424135&interface=abcglasgow	1	0			http://www.ceelogreen.com/shows,view_6.htm	O2 Academy	Glasgow		
36	36	Coachella Festival	2011-04-15 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_36.htm	Coachella	Indio		USA
37	37	St. Louis, MO	2011-04-20 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_37.htm	Blanche M. Touhill PAC	St. Louis,		USA
38	38	Morgantown, WV	2011-04-26 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_38.htm	West Virginia University Coliseum	Morgantown		USA
39	39	West Palm Beach, FL	2011-04-28 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_39.htm	Sunfest	West Palm Beach		USA
40	40	Birmingham, AL	2011-04-29 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_40.htm	Shaeffer Eye Center	Birmingham,		USA
41	41	Beale Street Music Festival	2011-05-01 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_41.htm	Tom Lee Park	Memphis		USA
42	42	Extravaganza UCSB Annual Music Festival	2011-05-15 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_42.htm	Harder Stadium	Santa Barbara		USA
43	43	Hang Out Beach Music & Arts Festival	2011-05-21 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_43.htm	Gulf Shores Public Beach	Gulf Shores		USA
44	44	Cee Lo & Rihanna	2011-06-16 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_44.htm	Target Center	Minneapolis		USA
45	45	Saturday In The Park	2011-07-02 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_45.htm	Grandview Park	Sioux City		USA
46	46	Cee Lo & Rihanna	2011-07-12 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_46.htm	Chastain Park Amphitheatre	Atlanta, GA		USA
186	46	w/ Lionel Richie	2014-07-07 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_186.htm	Chastain Park Amphitheatre	Atlanta, GA		USA
47	47	Cee Lo & Rihanna	2011-07-22 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_47.htm	Mohegan Sun Arena	Uncasville, CT		USA
197	47	w/ Lionel Richie	2014-07-26 00:00:00.000				VIP Meet & Greet Packages available now: http://bit.ly/1knCK8N	http://bit.ly/1knCK8N	1	0			http://www.ceelogreen.com/shows,view_197.htm	Mohegan Sun Arena	Uncasville, CT		USA
48	48	Melbourne, Australia	2011-07-30 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_48.htm	Palais Theatre	Melbourne		Australia
49	49	Sydney, Australia	2011-07-31 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_49.htm	Big Top			Australia
50	50	Perth, Australia	2011-08-02 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_50.htm	Metro City	Perth		Australia
51	51	Chicago, IL	2011-08-06 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_51.htm	LOLLAPALOOZA	Chicago		USA
52	52	Austin City Limits	2011-09-16 00:00:00.000						0	0			http://www.ceelogreen.com/shows,view_52.htm	Zilker Park	Austin		USA
53	53	Glastonbury Festival	2011-06-24 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_53.htm	Glastonbury Festival	Worthy Farm		
54	54	Virgin FreeFest	2011-09-10 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_54.htm	Merriweather Post Pavillion			USA
55	55	The Great New York State Fair	2011-08-26 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_55.htm	New York State Fairgrounds	Syracuse		USA
56	56	Marshall University, Huntington, WV	2011-09-08 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_56.htm	Marshall University			USA
57	57	Christmas in Washington	2011-12-16 00:00:00.000				Cee Lo will be performing for the First Family at TNT's annual "Christmas in Washington" holiday special, hosted by Conan O'Brien. Tune in to TNT on December 16th at 8 PM ET.		1	0			http://www.ceelogreen.com/shows,view_57.htm	The National Building Museum			USA
58	58	Miami Beach Orange Drive Music Festival	2012-01-01 00:00:00.000					http://bit.ly/CeeLoOrangeDr	1	0			http://www.ceelogreen.com/shows,view_58.htm	Amphitheater on The Beach	Miami Beach		USA
59	59	Disney Parks Christmas Day Parade	2011-12-25 00:00:00.000				Tune in to the 28th Annual Disney Parks Christmas Day Parade on ABC to catch a special holiday performance by Cee Lo and more!    12 pm-12 pm Eastern Standard Time  11 am-1 pm Central Standard Time  10 am-12 pm Mountain Standard Time  9 am- 11 pm Pacific Standard Time    *10 am-12 pm in Chicago, New York, Raleigh, Houston, Philadelphia		1	0			http://www.ceelogreen.com/shows,view_59.htm	Magic Kingdom			USA
60	60	Cee Lo Performing LIVE!	2011-12-28 00:00:00.000					http://www.ticketmaster.com/event/0D004770FFF07B96	1	0			http://www.ceelogreen.com/shows,view_60.htm	The Mahaffey			USA
62	61	BCS Championship Game	2012-01-08 00:00:00.000				New Orleans! Are you ready for some football? CeeLo's getting the party started with a LIVE performance at the Allstate Fan Fest along with R&B crooner Eric Benet TOMORROW, Jan 8th to kick off Monday night's BCS National Championship Game. This event is FREE, however space is limited. Find out how you can get in on the action here: http://on.fb.me/ziyyr2		1	0			http://www.ceelogreen.com/shows,view_62.htm	Superdome	New Orleans		USA
63	62	Cee Lo Performing LIVE!	2011-12-29 00:00:00.000					http://www.ticketmaster.com/event/0C004787840C7575?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_63.htm	American Bank Center Arena	Corpus Christi		USA
64	63	Cee Lo Performing LIVE!	2011-12-30 00:00:00.000					http://www.alamodome.com/default.asp?alamodome=12&objId=376	1	0			http://www.ceelogreen.com/shows,view_64.htm	Illusions Theater	San Antonio		USA
61	64	Cee Lo Performing LIVE!	2012-01-26 00:00:00.000				Hedge Funds Care is delighted to announce that AlphaMetrix has made Hedge Funds Care one of the beneficiaries of their 2012 Summit Benefit Concert featuring Cee Lo Green at the Fontainebleau Miami Beach.     Thursday, January 26th  Fontainebleau Miami Beach - LIV Nightclub  9:30 PM	https://www.eiseverywhere.com/ereg/newreg.php?eventid=30201&boothid=	1	0			http://www.ceelogreen.com/shows,view_61.htm	LIV Nightclub	Miami		USA
65	65	New Year's Eve with Carson Daly	2011-12-31 00:00:00.000				Ring in the New Year with Cee Lo as he performs on "New Year's Eve with Carson Daly" LIVE in Times Square on 12/31. Tune in to NBC at 10 PM ET. Get more info here: http://bit.ly/sVQJRO		1	0			http://www.ceelogreen.com/shows,view_65.htm	Times Square		New York	USA
66	66	Jamaica Jazz & Blues Festival	2012-01-28 00:00:00.000				CeeLo will be headlining the 2012 Jamaica Jazz & Blues Festival.	http://bit.ly/ydWKUr	1	0			http://www.ceelogreen.com/shows,view_66.htm	Greenfield Stadium	Montego Bay		Jamaica
67	67	The 54th Annual Grammy Awards	2012-02-12 00:00:00.000				Tune in to CBS on Feb. 12 at 8/7c for the biggest night in music!		1	0			http://www.ceelogreen.com/shows,view_67.htm	Staples Center			USA
68	68	The Superbowl	2012-02-05 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_68.htm	Lucas Oil Stadium	Indianapolis	Indiana	USA
69	69	Muhammad Ali's 70th Birthday Celebration	2012-02-18 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_69.htm	MGM Grand	Las Vegas		USA
70	70	CeeLo "Live from Daryl's House"	2012-03-15 00:00:00.000				CeeLo is bringing soul "Live from Daryl's House" on Thursday, March 15th. Tune in to the soulful edition of the critically acclaimed live web series at 8 8 PM ET on http://www.lfdh.com/.		1	0			http://www.ceelogreen.com/shows,view_70.htm	Live from Daryl's House			USA
71	71	Obama for America: African-American Leadership Council Gala	2012-03-16 00:00:00.000				CeeLo will be performing live at the Obama for America African American Leadership Council Gala Reception. RSVP here: http://bit.ly/yTo40C		1	0			http://www.ceelogreen.com/shows,view_71.htm	Tyler Perry Studios		Atlanta	USA
72	72	Nickelodeon Kid's Choice Awards	2012-03-31 00:00:00.000				CeeLo will be presenting at this year's Nickelodeon Kid's Choice Awards, tune in to Nickelodeon at 8/7c.		1	0			http://www.ceelogreen.com/shows,view_72.htm	USC’s Galen Center	Los Angeles	California	USA
73	73	New Orleans Jazz Festival 2012	2012-04-28 00:00:00.000				CeeLo will be performing at the New Orleans Jazz & Heritage Festival on April 28th.	http://bit.ly/nojazzfest12	1	0			http://www.ceelogreen.com/shows,view_73.htm	Fair Grounds Race Course		New Orleans	USA
74	74	Sonar Festival	2012-05-12 00:00:00.000					http://bit.ly/w9j7Ax	1	0			http://www.ceelogreen.com/shows,view_74.htm	Arena Anhembi		Sao Paolo	Brazil
113	75	CeeLo Green IS Loberace	2013-02-27 00:00:00.000					http://www.ticketmaster.com/event/170048F39DFF606A?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_113.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
114	75	CeeLo Green IS Loberace	2013-02-28 00:00:00.000					http://www.ticketmaster.com/event/170048F39E02606C?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_114.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
115	75	CeeLo Green IS Loberace	2013-03-01 00:00:00.000					http://www.ticketmaster.com/event/170048F39E05606E?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_115.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
116	75	CeeLo Green IS Loberace	2013-03-02 00:00:00.000					http://www.ticketmaster.com/event/170048F39E4C6496?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_116.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
117	75	CeeLo Green IS Loberace	2013-03-06 00:00:00.000					http://www.ticketmaster.com/event/170048F39E0B6070?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_117.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
118	75	CeeLo Green IS Loberace	2013-03-07 00:00:00.000					http://www.ticketmaster.com/event/170048F39E106073?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_118.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
119	75	CeeLo Green IS Loberace	2013-03-08 00:00:00.000					http://www.ticketmaster.com/event/170048F39E146090?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_119.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
120	75	CeeLo Green IS Loberace	2013-03-09 00:00:00.000					http://www.ticketmaster.com/event/170048F39E506498?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_120.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
121	75	CeeLo Green IS Loberace	2013-03-13 00:00:00.000					http://www.ticketmaster.com/event/170048F39E17609F?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_121.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
122	75	CeeLo Green IS Loberace	2013-03-14 00:00:00.000					http://www.ticketmaster.com/event/170048F39E1A60BC?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_122.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
123	75	CeeLo Green IS Loberace	2013-03-15 00:00:00.000					http://www.ticketmaster.com/event/170048F39E1E60C1?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_123.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
124	75	CeeLo Green IS Loberace	2013-03-16 00:00:00.000					http://www.ticketmaster.com/event/170048F39E54649A?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_124.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
125	75	CeeLo Green IS Loberace	2013-03-20 00:00:00.000					http://www.ticketmaster.com/event/170048F39E216115?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_125.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
126	75	CeeLo Green IS Loberace	2013-03-21 00:00:00.000					http://www.ticketmaster.com/event/170048F39E25612C?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_126.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
127	75	CeeLo Green IS Loberace	2013-03-22 00:00:00.000					http://www.ticketmaster.com/event/170048F39E2A61FF?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_127.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
128	75	CeeLo Green IS Loberace	2013-03-23 00:00:00.000					http://www.ticketmaster.com/event/170048F39E5A649C?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_128.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
129	75	CeeLo Green IS Loberace	2013-03-27 00:00:00.000					http://www.ticketmaster.com/event/170048F39E2D6225?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_129.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
130	75	CeeLo Green IS Loberace	2013-03-28 00:00:00.000					http://www.ticketmaster.com/event/170048F39E316253?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_130.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
131	75	CeeLo Green IS Loberace	2013-03-29 00:00:00.000					http://www.ticketmaster.com/event/170048F39E356258?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_131.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
132	75	CeeLo Green IS Loberace	2013-03-30 00:00:00.000					http://www.ticketmaster.com/event/170048F39E6064C4?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_132.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
133	75	CeeLo Green IS Loberace	2013-04-03 00:00:00.000					http://www.ticketmaster.com/event/170048F39E38625B?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_133.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
134	75	CeeLo Green IS Loberace	2013-04-04 00:00:00.000					http://www.ticketmaster.com/event/170048F39E3B625D?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_134.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
135	75	CeeLo Green IS Loberace	2013-04-05 00:00:00.000					http://www.ticketmaster.com/event/170048F39E3E625F?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_135.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
136	75	CeeLo Green IS Loberace	2013-04-06 00:00:00.000					http://www.ticketmaster.com/event/170048F39E6564C8?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_136.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
137	75	CeeLo Green IS Loberace	2013-04-10 00:00:00.000					http://www.ticketmaster.com/event/170048F39E4262F4?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_137.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
138	75	CeeLo Green IS Loberace	2013-04-11 00:00:00.000					http://www.ticketmaster.com/event/170048F39E4563B0?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_138.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
139	75	CeeLo Green IS Loberace	2013-04-12 00:00:00.000					http://www.ticketmaster.com/event/170048F39E496484?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_139.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
140	75	CeeLo Green IS Loberace	2013-04-13 00:00:00.000					http://www.ticketmaster.com/event/170048F39E696587?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_140.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
141	75	CeeLo Christmas Special	2012-10-10 00:00:00.000					http://www.ticketmaster.com/event/1700492CA6693C8B?artistid=1554714&majorcatid=10001&minorcatid=3	1	0			http://www.ceelogreen.com/shows,view_141.htm	Planet Hollywood Resort & Casino	Las Vegas	Nevada	USA
112	84	CeeLo Live	2012-11-16 00:00:00.000						1	0			http://www.ceelogreen.com/shows,view_112.htm	Agua Caliente Casino	Rancho Mirage, CA		
142	85	CeeLo Live	2013-02-16 00:00:00.000					http://www.harrahsresort.com/casinos/harrahs-atlantic-city/casino-entertainment/cee-lo-green-detail.html	1	0			http://www.ceelogreen.com/shows,view_142.htm	Harrah's Resort Atlantic City	Atlantic City		USA
143	86	Electric Soul Circus with CeeLo Green, Goodie Mob, Busta Rhymes & Skylar Grey	2013-05-31 00:00:00.000				LegendFactory Live presents “Electric Soul Circus” at Barclays Center in Brooklyn on May 31 at  8pm.,with headliner CeeLo Green, a multi-platinum, GRAMMY Award-winning artist, and recent mentor/judge of the hit NBC-TV show “The Voice.” Additional artists featured include music industry heavyweights Busta Rhymes, Goodie Mob, and Skylar Grey, along with emerging stars Wordspit & The Illest, Lauriana Mae, and Alexandra & The Starlight Band.    “Electric Soul Circus” partners superstar acts with the stars of tomorrow in a one-of-a-kind, custom-made show designed to engage the total fan experience. The multi-genre event will offer a sneak-peek at what’s new-and-next in entertainment. “Electric Soul Circus” is the brainchild of LegendFactory Founder/CEO Amanda McIntyre-Chavis, a music industry veteran and a musician in her own right.	http://www.ticketmaster.com/event/00004A8C916580D8?REFERRAL_ID=tmfeedbuyat97249&wt.mc_id=aff_BUYAT_97249&camefrom=CFC_BUYAT_97249	0	0			http://www.ceelogreen.com/shows,view_143.htm	Barclay's Center	Brooklyn		USA
144	87	The Singapore Social Awards	2013-05-24 00:00:00.000			CeeLo, PSY, Blush		http://bit.ly/YOG68g	1	0			http://www.ceelogreen.com/shows,view_144.htm	The Meadow Gardens by the Bay			
145	88	CeeLo Live	2013-05-10 00:00:00.000					http://www.startickets.com/event.php?event=3672	1	0			http://www.ceelogreen.com/shows,view_145.htm	Choctaw Events Center	Durant		USA
146	89	Riverbend Festival	2013-06-08 00:00:00.000					https://www.vendini.com/ticket-software.html?e=1841d497a53900ae729a9f0b54e91e7e&t=tix	1	0			http://www.ceelogreen.com/shows,view_146.htm	Riverbend Festival	Chattanooga		USA
147	90	Couler Cafe Festival	2013-06-30 00:00:00.000					http://2013.couleurcafe.be/en/couleur_cafe/tickets/tickets-274.html	1	0			http://www.ceelogreen.com/shows,view_147.htm	Couleur Cafe Festival	Brussels		Belgium
148	91	Hovefestival	2013-07-03 00:00:00.000					http://www.billettservice.no/artist/hovefestivalen-tickets/337973	1	0			http://www.ceelogreen.com/shows,view_148.htm	Hovefestival	Arendal		Norway
149	92	Nibe Festival	2013-07-05 00:00:00.000					https://nibe2.www2.dk/	1	0			http://www.ceelogreen.com/shows,view_149.htm	Nibe Festival	Nibe		Denmark
150	93	Istanbul Calling Festival	2013-07-07 00:00:00.000					http://www.biletix.com/etkinlik/PPVC3/TURKIYE/tr	1	0			http://www.ceelogreen.com/shows,view_150.htm	Istanbul Calling Festival	Istanbul		Turkey
151	94	Exit Festival	2013-07-11 00:00:00.000					http://www.exitfest.org/sr/node/6921	1	0			http://www.ceelogreen.com/shows,view_151.htm	Exit Festival	Novi Sad		Serbia
152	95	Balaton Sound Festival	2013-07-12 00:00:00.000					http://www.sziget.hu/balatonsound_english/ticket/online_ticket	1	0			http://www.ceelogreen.com/shows,view_152.htm	Balaton Sound Festival	Balaton Lake		Hungary
